mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.86,"10km NW of The Geysers, CA",1651043673770,1651044975663,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725026&format=geojson,,,,,automatic,0,11,nc,73725026,",nc73725026,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.002589,0.02,117.0,md,earthquake,"M 0.9 - 10km NW of The Geysers, CA"
0.87,"9km NW of Cobb, CA",1651043316920,1651044315604,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725021&format=geojson,,,,,automatic,0,12,nc,73725021,",nc73725021,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.009203,0.02,138.0,md,earthquake,"M 0.9 - 9km NW of Cobb, CA"
0.1,"94 km NNW of Karluk, Alaska",1651043244900,1651097926530,,https://earthquake.usgs.gov/earthquakes/eventpage/av91056438,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91056438&format=geojson,,,,,reviewed,0,0,av,91056438,",av91056438,",",av,",",origin,phase-data,",8.0,,0.22,137.0,ml,earthquake,"M 0.1 - 94 km NNW of Karluk, Alaska"
2.1,"55 km NW of Toyah, Texas",1651043062495,1651128432938,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022iemj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022iemj&format=geojson,,,,,reviewed,0,68,tx,2022iemj,",tx2022iemj,",",tx,",",origin,phase-data,",11.0,0.0343789725,0.2,64.0,ml,earthquake,"M 2.1 - 55 km NW of Toyah, Texas"
3.2,"13 km N of Koróni, Greece",1651042362348,1651117223182,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hgnn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hgnn&format=geojson,3.0,4.6,,,reviewed,0,159,us,6000hgnn,",us6000hgnn,",",us,",",dyfi,origin,phase-data,",,0.26,0.8,164.0,ml,earthquake,"M 3.2 - 13 km N of Koróni, Greece"
1.21,"6km NNE of Millville, CA",1651041537710,1651077491950,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725016&format=geojson,,,,,reviewed,0,23,nc,73725016,",nc73725016,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.04832,0.11,154.0,md,earthquake,"M 1.2 - 6km NNE of Millville, CA"
1.62,"2 km ENE of Loudon, Tennessee",1651041297700,1651065774370,,https://earthquake.usgs.gov/earthquakes/eventpage/se60149843,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=se60149843&format=geojson,,,,,reviewed,0,40,se,60149843,",se60149843,",",se,",",origin,phase-data,",7.0,0.1105,0.06,120.0,md,earthquake,"M 1.6 - 2 km ENE of Loudon, Tennessee"
0.33,"88 km WNW of Aleneva, Alaska",1651040671010,1651097054290,,https://earthquake.usgs.gov/earthquakes/eventpage/av91056428,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91056428&format=geojson,,,,,reviewed,0,2,av,91056428,",av91056428,",",av,",",origin,phase-data,",5.0,,0.31,316.0,ml,earthquake,"M 0.3 - 88 km WNW of Aleneva, Alaska"
1.0,"36 km SSE of Skwentna, Alaska",1651040568437,1651040729547,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dll0wl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dll0wl&format=geojson,,,,,automatic,0,15,ak,0225dll0wl,",ak0225dll0wl,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.0 - 36 km SSE of Skwentna, Alaska"
1.98,"12 km SSE of Volcano, Hawaii",1651040547830,1651042170400,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72996337,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72996337&format=geojson,,,,,reviewed,0,60,hv,72996337,",hv72996337,",",hv,",",origin,phase-data,",44.0,,0.11,84.0,md,earthquake,"M 2.0 - 12 km SSE of Volcano, Hawaii"
1.94,"6km NW of The Geysers, CA",1651039982210,1651128135296,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73725011,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73725011&format=geojson,1.0,2.0,,,reviewed,0,58,nc,73725011,",nc73725011,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",62.0,0.006212,0.05,37.0,md,earthquake,"M 1.9 - 6km NW of The Geysers, CA"
0.8,"28 km W of Anderson, Alaska",1651039953982,1651040155167,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dliunc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dliunc&format=geojson,,,,,automatic,0,10,ak,0225dliunc,",ak0225dliunc,",",ak,",",origin,phase-data,",,,0.39,,ml,earthquake,"M 0.8 - 28 km W of Anderson, Alaska"
-0.28,"10 km NNE of Akutan, Alaska",1651039471170,1651096667070,,https://earthquake.usgs.gov/earthquakes/eventpage/av91056423,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91056423&format=geojson,,,,,reviewed,0,0,av,91056423,",av91056423,",",av,",",origin,phase-data,",5.0,,0.18,325.0,ml,earthquake,"M -0.3 - 10 km NNE of Akutan, Alaska"
0.83,"22km WNW of Searles Valley, CA",1651039073330,1651065475692,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246752,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246752&format=geojson,,,,,reviewed,0,11,ci,40246752,",ci40246752,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.03241,0.11,107.0,ml,earthquake,"M 0.8 - 22km WNW of Searles Valley, CA"
0.55,"3 km ESE of Pawnee, Oklahoma",1651038164409,1651066600819,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022iejq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022iejq&format=geojson,,,,,reviewed,0,5,ok,2022iejq,",ok2022iejq,",",ok,",",origin,phase-data,",22.0,0.0413918775,0.19,143.0,ml,earthquake,"M 0.6 - 3 km ESE of Pawnee, Oklahoma"
1.3,"33 km WSW of Susitna, Alaska",1651038111155,1651038243477,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dl3o3i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dl3o3i&format=geojson,,,,,automatic,0,26,ak,0225dl3o3i,",ak0225dl3o3i,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.3 - 33 km WSW of Susitna, Alaska"
4.3,"78 km E of Mutsu, Japan",1651038103905,1651041288040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hglp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hglp&format=geojson,,,,,reviewed,0,284,us,6000hglp,",us6000hglp,",",us,",",origin,phase-data,",,0.992,0.8,165.0,mb,earthquake,"M 4.3 - 78 km E of Mutsu, Japan"
1.41,"2 km N of Indios, Puerto Rico",1651037725320,1651038558970,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346393,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346393&format=geojson,,,,,reviewed,0,31,pr,71346393,",pr71346393,",",pr,",",origin,phase-data,",3.0,,0.02,323.0,md,earthquake,"M 1.4 - 2 km N of Indios, Puerto Rico"
1.18,"8 km SSE of Philadelphia, Tennessee",1651036907980,1651065513840,,https://earthquake.usgs.gov/earthquakes/eventpage/se60149848,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=se60149848&format=geojson,,,,,reviewed,0,21,se,60149848,",se60149848,",",se,",",origin,phase-data,",5.0,0.1551,0.02,113.0,md,earthquake,"M 1.2 - 8 km SSE of Philadelphia, Tennessee"
1.9,"60 km ESE of Denali National Park, Alaska",1651036807938,1651037340684,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dkz2ok,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dkz2ok&format=geojson,,,,,automatic,0,56,ak,0225dkz2ok,",ak0225dkz2ok,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,"M 1.9 - 60 km ESE of Denali National Park, Alaska"
1.32,"17 km SW of Atka, Alaska",1651036778620,1651096131390,,https://earthquake.usgs.gov/earthquakes/eventpage/av91546536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91546536&format=geojson,,,,,reviewed,0,27,av,91546536,",av91546536,",",av,",",origin,phase-data,",4.0,,0.03,340.0,ml,earthquake,"M 1.3 - 17 km SW of Atka, Alaska"
0.43,"7km W of Cobb, CA",1651036638110,1651060875159,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724996&format=geojson,,,,,reviewed,0,3,nc,73724996,",nc73724996,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.009754,0.02,49.0,md,earthquake,"M 0.4 - 7km W of Cobb, CA"
2.3,"93 km W of Akhiok, Alaska",1651036180535,1651640648040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dkwsdh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dkwsdh&format=geojson,,,,,automatic,0,81,ak,0225dkwsdh,",us6000hglk,ak0225dkwsdh,",",us,ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 2.3 - 93 km W of Akhiok, Alaska"
0.9,"49 km NNE of Chickaloon, Alaska",1651035672130,1651035772598,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dkv0gd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dkv0gd&format=geojson,,,,,automatic,0,12,ak,0225dkv0gd,",ak0225dkv0gd,",",ak,",",origin,phase-data,",,,0.37,,ml,earthquake,"M 0.9 - 49 km NNE of Chickaloon, Alaska"
4.3,Mariana Islands region,1651035564341,1652143255040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h70u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h70u&format=geojson,,,,,reviewed,0,284,us,7000h70u,",us7000h70u,",",us,",",origin,phase-data,",,3.044,0.48,74.0,mb,earthquake,M 4.3 - Mariana Islands region
0.72,"2km NE of Palomar Observatory, CA",1651035376780,1651083177809,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246744,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246744&format=geojson,,,,,reviewed,0,8,ci,40246744,",ci40246744,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",43.0,0.02225,0.14,41.0,ml,earthquake,"M 0.7 - 2km NE of Palomar Observatory, CA"
2.18,"7 km SSE of Lamboglia, Puerto Rico",1651035336800,1651035930920,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346388,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346388&format=geojson,,,,,reviewed,0,73,pr,71346388,",pr71346388,",",pr,",",origin,phase-data,",6.0,,0.1,221.0,md,earthquake,"M 2.2 - 7 km SSE of Lamboglia, Puerto Rico"
1.4,"53 km SW of Cantwell, Alaska",1651035253183,1651035432855,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dkkxvq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dkkxvq&format=geojson,,,,,automatic,0,30,ak,0225dkkxvq,",ak0225dkkxvq,",",ak,",",origin,phase-data,",,,0.63,,ml,earthquake,"M 1.4 - 53 km SW of Cantwell, Alaska"
1.2,"35 km WNW of Valdez, Alaska",1651035205573,1651035365395,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dkkr1v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dkkr1v&format=geojson,,,,,automatic,0,22,ak,0225dkkr1v,",ak0225dkkr1v,",",ak,",",origin,phase-data,",,,1.87,,ml,earthquake,"M 1.2 - 35 km WNW of Valdez, Alaska"
0.65,"3km NNW of The Geysers, CA",1651034922970,1651040966270,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724986,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724986&format=geojson,,,,,automatic,0,6,nc,73724986,",nc73724986,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01306,0.03,74.0,md,earthquake,"M 0.7 - 3km NNW of The Geysers, CA"
4.5,"23 km SSW of Kupang, Indonesia",1651034519641,1652142870040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h70t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h70t&format=geojson,,,,,reviewed,0,312,us,7000h70t,",us7000h70t,",",us,",",origin,phase-data,",,0.948,0.89,81.0,mb,earthquake,"M 4.5 - 23 km SSW of Kupang, Indonesia"
1.9,"75 km SSW of Nanwalek, Alaska",1651033583247,1651033814804,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dkeylu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dkeylu&format=geojson,,,,,automatic,0,56,ak,0225dkeylu,",ak0225dkeylu,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.9 - 75 km SSW of Nanwalek, Alaska"
1.5,"38 km NE of Chase, Alaska",1651033577256,1651033788486,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dkey5d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dkey5d&format=geojson,,,,,automatic,0,35,ak,0225dkey5d,",ak0225dkey5d,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.5 - 38 km NE of Chase, Alaska"
1.1,"24 km SE of Denali National Park, Alaska",1651033184245,1651033789688,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dkdi82,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dkdi82&format=geojson,,,,,automatic,0,19,ak,0225dkdi82,",ak0225dkdi82,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 1.1 - 24 km SE of Denali National Park, Alaska"
0.9,"38 km NW of Valdez, Alaska",1651033090098,1651033665651,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225dkd7uo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225dkd7uo&format=geojson,,,,,automatic,0,12,ak,0225dkd7uo,",ak0225dkd7uo,",",ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 0.9 - 38 km NW of Valdez, Alaska"
2.3,"14 km SE of Alamo, Nevada",1651032481299,1651113503692,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837934,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837934&format=geojson,,,,,reviewed,0,81,nn,00837934,",nn00837934,",",nn,",",origin,phase-data,",23.0,0.127,0.1818,86.89,ml,earthquake,"M 2.3 - 14 km SE of Alamo, Nevada"
0.85,"6km W of Cobb, CA",1651032061710,1651033575595,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724976,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724976&format=geojson,,,,,automatic,0,11,nc,73724976,",nc73724976,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.006898,0.03,123.0,md,earthquake,"M 0.9 - 6km W of Cobb, CA"
4.3,"97 km SW of Labuan, Indonesia",1651032054451,1652073651040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h70s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h70s&format=geojson,,,,,reviewed,0,284,us,7000h70s,",us7000h70s,",",us,",",origin,phase-data,",,2.335,0.39,146.0,mb,earthquake,"M 4.3 - 97 km SW of Labuan, Indonesia"
0.06,"86 km NNW of Karluk, Alaska",1651031840110,1651091463370,,https://earthquake.usgs.gov/earthquakes/eventpage/av91546461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91546461&format=geojson,,,,,reviewed,0,0,av,91546461,",av91546461,",",av,",",origin,phase-data,",11.0,,0.2,127.0,ml,earthquake,"M 0.1 - 86 km NNW of Karluk, Alaska"
-0.61,"18 km W of Dutch Harbor, Alaska",1651031678040,1651089290890,,https://earthquake.usgs.gov/earthquakes/eventpage/av91056418,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91056418&format=geojson,,,,,reviewed,0,0,av,91056418,",av91056418,",",av,",",origin,phase-data,",5.0,,0.04,126.0,ml,earthquake,"M -0.6 - 18 km W of Dutch Harbor, Alaska"
0.38,"45 km SSW of Unalaska, Alaska",1651031457650,1651089088970,,https://earthquake.usgs.gov/earthquakes/eventpage/av91056413,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91056413&format=geojson,,,,,reviewed,0,2,av,91056413,",av91056413,",",av,",",origin,phase-data,",8.0,,0.23,314.0,ml,earthquake,"M 0.4 - 45 km SSW of Unalaska, Alaska"
4.1,"294 km NE of Lospalos, Timor Leste",1651031261054,1652070273040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h70x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h70x&format=geojson,,,,,reviewed,0,259,us,7000h70x,",us7000h70x,",",us,",",origin,phase-data,",,2.841,0.7,61.0,mb,earthquake,"M 4.1 - 294 km NE of Lospalos, Timor Leste"
1.4,"55 km NW of Koyukuk, Alaska",1651030961064,1651031109402,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225djwzte,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225djwzte&format=geojson,,,,,automatic,0,30,ak,0225djwzte,",ak0225djwzte,",",ak,",",origin,phase-data,",,,1.14,,ml,earthquake,"M 1.4 - 55 km NW of Koyukuk, Alaska"
1.2,"67 km NNW of Huslia, Alaska",1651030658025,1651030802974,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225djvx0s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225djvx0s&format=geojson,,,,,automatic,0,22,ak,0225djvx0s,",ak0225djvx0s,",",ak,",",origin,phase-data,",,,1.08,,ml,earthquake,"M 1.2 - 67 km NNW of Huslia, Alaska"
1.2,"50 km N of Valdez, Alaska",1651030547343,1651030804232,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225djvib2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225djvib2&format=geojson,,,,,automatic,0,22,ak,0225djvib2,",ak0225djvib2,",",ak,",",origin,phase-data,",,,1.2,,ml,earthquake,"M 1.2 - 50 km N of Valdez, Alaska"
0.51,"7km W of Cobb, CA",1651030459660,1651031536385,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724966,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724966&format=geojson,,,,,automatic,0,4,nc,73724966,",nc73724966,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.00831,0.01,64.0,md,earthquake,"M 0.5 - 7km W of Cobb, CA"
0.66,"9km SSW of Idyllwild, CA",1651030270110,1651065492650,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246736&format=geojson,,,,,reviewed,0,7,ci,40246736,",ci40246736,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.05981,0.1,93.0,ml,earthquake,"M 0.7 - 9km SSW of Idyllwild, CA"
0.58,"8 km NNE of Government Camp, Oregon",1651030001860,1651121011680,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61834546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61834546&format=geojson,,,,,reviewed,0,5,uw,61834546,",uw61834546,",",uw,",",origin,phase-data,",6.0,0.01104,0.05,147.0,ml,earthquake,"M 0.6 - 8 km NNE of Government Camp, Oregon"
0.86,"9km WNW of Cobb, CA",1651029855180,1651030884438,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724961&format=geojson,,,,,automatic,0,11,nc,73724961,",nc73724961,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.007058,0.01,103.0,md,earthquake,"M 0.9 - 9km WNW of Cobb, CA"
0.8,"33 km E of Chase, Alaska",1651029788566,1651029936873,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225djsuq0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225djsuq0&format=geojson,,,,,automatic,0,10,ak,0225djsuq0,",ak0225djsuq0,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 0.8 - 33 km E of Chase, Alaska"
1.7,"43 km SE of Black Rock City, Nevada",1651029640975,1651113523169,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837959&format=geojson,,,,,reviewed,0,44,nn,00837959,",nn00837959,",",nn,",",origin,phase-data,",7.0,0.793,0.1066,211.81,ml,earthquake,"M 1.7 - 43 km SE of Black Rock City, Nevada"
1.8,"58 km WNW of Ninilchik, Alaska",1651029600856,1651029762919,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225djs6z9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225djs6z9&format=geojson,,,,,automatic,0,50,ak,0225djs6z9,",ak0225djs6z9,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.8 - 58 km WNW of Ninilchik, Alaska"
4.3,"236 km SSE of Ambon, Indonesia",1651029328775,1652069351040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h70r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h70r&format=geojson,,,,,reviewed,0,284,us,7000h70r,",us7000h70r,",",us,",",origin,phase-data,",,4.422,0.62,84.0,mb,earthquake,"M 4.3 - 236 km SSE of Ambon, Indonesia"
2.04,"14km WSW of Willits, CA",1651028787100,1651051042212,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724956,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724956&format=geojson,,,,,reviewed,0,64,nc,73724956,",nc73724956,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.1765,0.14,72.0,md,earthquake,"M 2.0 - 14km WSW of Willits, CA"
0.46,"13km WNW of Anza, CA",1651028647370,1651074592113,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246728,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246728&format=geojson,,,,,reviewed,0,3,ci,40246728,",ci40246728,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.0356,0.11,70.0,ml,earthquake,"M 0.5 - 13km WNW of Anza, CA"
1.17,"3km W of Cobb, CA",1651028476660,1651034957721,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724951&format=geojson,,,,,automatic,0,21,nc,73724951,",nc73724951,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01293,0.01,207.0,md,earthquake,"M 1.2 - 3km W of Cobb, CA"
1.12,"12km SW of Searles Valley, CA",1651028314630,1651073395678,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246720,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246720&format=geojson,,,,,reviewed,0,19,ci,40246720,",ci40246720,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.1191,0.12,151.0,ml,earthquake,"M 1.1 - 12km SW of Searles Valley, CA"
2.42,"7 km ENE of P?hala, Hawaii",1651027730100,1651028060670,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72996222,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72996222&format=geojson,,,,,automatic,0,90,hv,72996222,",hv72996222,",",hv,",",origin,phase-data,",44.0,,0.129999995,138.0,ml,earthquake,"M 2.4 - 7 km ENE of P?hala, Hawaii"
0.59,"20km W of Searles Valley, CA",1651027437010,1651073166299,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246696&format=geojson,,,,,reviewed,0,5,ci,40246696,",ci40246696,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.02473,0.11,91.0,ml,earthquake,"M 0.6 - 20km W of Searles Valley, CA"
2.09,"2 km E of Maria Antonia, Puerto Rico",1651026595600,1651027390520,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346373,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346373&format=geojson,,,,,reviewed,0,67,pr,71346373,",pr71346373,",",pr,",",origin,phase-data,",8.0,,0.05,194.0,md,earthquake,"M 2.1 - 2 km E of Maria Antonia, Puerto Rico"
0.87,"8km NW of The Geysers, CA",1651025673460,1651026675875,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73724931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73724931&format=geojson,,,,,automatic,0,12,nc,73724931,",nc73724931,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01672,0.02,44.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
2.45,"4 km SE of Tallaboa, Puerto Rico",1651025083780,1651026014530,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346358,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346358&format=geojson,,,,,reviewed,0,92,pr,71346358,",pr71346358,",",pr,",",origin,phase-data,",16.0,,0.23,154.0,md,earthquake,"M 2.5 - 4 km SE of Tallaboa, Puerto Rico"
0.71,"21km E of Little Lake, CA",1651024497710,1651090964173,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40246688,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40246688&format=geojson,,,,,reviewed,0,8,ci,40246688,",ci40246688,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.05099,0.1,84.0,ml,earthquake,"M 0.7 - 21km E of Little Lake, CA"
4.9,"29 km WSW of Kýthira, Greece",1651024314386,1651083951040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hgkt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hgkt&format=geojson,,,,,reviewed,0,369,us,6000hgkt,",us6000hgkt,",",us,",",origin,phase-data,",,1.313,0.74,60.0,mww,earthquake,"M 4.9 - 29 km WSW of Kýthira, Greece"
2.1,"86 km WSW of Nanwalek, Alaska",1651023959756,1651024672700,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225diqt6o,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225diqt6o&format=geojson,,,,,automatic,0,68,ak,0225diqt6o,",ak0225diqt6o,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 2.1 - 86 km WSW of Nanwalek, Alaska"
1.3,"7 km N of Truckee, California",1651023628210,1651113496204,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837931&format=geojson,,,,,reviewed,0,26,nn,00837931,",nn00837931,",",nn,",",origin,phase-data,",16.0,0.114,0.1678,65.15,ml,earthquake,"M 1.3 - 7 km N of Truckee, California"
2.79,"6 km SSE of Tallaboa, Puerto Rico",1651023613150,1651024911040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71346353,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71346353&format=geojson,,,,,reviewed,0,120,pr,71346353,",pr71346353,",",pr,",",origin,phase-data,",26.0,,0.2,163.0,md,earthquake,"M 2.8 - 6 km SSE of Tallaboa, Puerto Rico"
